1.508857	1.5969813	-1.5636353	1.5955769	-1.5412409	1.5732797	1.5793566	-1.5781741	1.5328519	1.548468	1.5777359	-1.5054377	1.5136667	1.538162	1.5391796	1.5628531
1.5643548	1.6063379	-1.5541098	1.6119299	-1.5059888	1.5985295	1.5251379	-1.559448	1.5143447	1.5376035	1.6134846	-1.5749047	1.4877445	1.5240529	1.5169684	1.5109875
1.5045745	1.5720873	-1.5510223	1.5950153	-1.4852426	1.5423368	1.521048	-1.5023811	1.5501543	1.5083603	1.6062591	-1.5174102	1.5282077	1.5659059	1.5247226	1.536069
1.5011657	1.5392399	-1.5865045	1.5988996	-1.5361232	1.6259907	1.5420725	-1.5220472	1.5518303	1.5706391	1.632954	-1.5589633	1.4989525	1.4907186	1.5193927	1.5293678
1.5307921	1.6066569	-1.5152086	1.5996768	-1.4834975	1.6111431	1.5923303	-1.495638	1.577987	1.4872847	1.6242857	-1.5310225	1.5596906	1.5710176	1.546186	1.5733054
1.5036571	1.5596753	-1.525521	1.544275	-1.5484082	1.6057569	1.5247009	-1.5051733	1.549075	1.5587693	1.5395043	-1.5546781	1.5358053	1.5125932	1.5821434	1.5680004
1.5198959	1.5699253	-1.5415876	1.5549204	-1.4887697	1.6336191	1.5673785	-1.5071867	1.5834174	1.5676668	1.5708284	-1.5357628	1.5513861	1.5627099	1.5577592	1.5207825
1.5393636	1.6049051	-1.5089543	1.5953548	-1.4556707	1.5702598	1.6024976	-1.4949973	1.5305566	1.4804446	1.5442101	-1.5381228	1.5767019	1.555692	1.5556678	1.546588
1.5578334	1.5289507	-1.5847923	1.5424818	-1.512428	1.56044	1.5705156	-1.5453612	1.4932114	1.5629565	1.5447365	-1.5910094	1.5200613	1.4851924	1.5160611	1.4834701
1.5088309	1.5432329	-1.5679904	1.5691851	-1.4853351	1.5556629	1.5742064	-1.5370841	1.5633947	1.4774264	1.6083502	-1.526684	1.542964	1.5692801	1.5642911	1.5432866
1.5252379	1.5411948	-1.541606	1.5813761	-1.5211172	1.5684484	1.5790596	-1.5023516	1.5146196	1.4930998	1.5544026	-1.5630335	1.5485543	1.4926883	1.5867084	1.4794599
1.4849942	1.6029261	-1.5117625	1.5812559	-1.514335	1.5486149	1.5174805	-1.5629542	1.5251926	1.4919683	1.5659641	-1.5355091	1.5111604	1.5454412	1.5521234	1.5719666
1.5606836	1.5318124	-1.5220635	1.5239972	-1.5148666	1.5551416	1.5672781	-1.5732404	1.5222132	1.5673763	1.5454711	-1.500761	1.5447757	1.5729395	1.5151922	1.4899434
1.5578808	1.613785	-1.5658082	1.5963513	-1.5328251	1.5440241	1.5315279	-1.579086	1.5370581	1.5679467	1.597813	-1.5836942	1.5517862	1.5747354	1.5099658	1.5187174
1.5232753	1.6099144	-1.5076115	1.5327766	-1.5018535	1.6047924	1.5681183	-1.5012633	1.5403965	1.5398415	1.5574777	-1.4947629	1.564006	1.5548156	1.5866916	1.5450088
1.5071359	1.5887959	-1.5414807	1.5533164	-1.5451685	1.6217468	1.5940425	-1.4903309	1.5414646	1.500169	1.5818365	-1.5422246	1.5020998	1.5442986	1.5456204	1.575156
1.5620072	1.5787731	-1.4921521	1.5169705	-1.459812	1.5564426	1.5730811	-1.5837618	1.5665389	1.5486225	1.5997044	-1.562256	1.5329958	1.5299991	1.5166559	1.4913154
1.5213258	1.5622005	-1.5102729	1.5438632	-1.4998034	1.6266634	1.530461	-1.5048703	1.4896585	1.5520349	1.6203187	-1.5395849	1.519959	1.5764685	1.5783482	1.4775612
1.5375538	1.5758691	-1.5880182	1.5577167	-1.4908193	1.5421199	1.5944215	-1.5150934	1.5798064	1.4925346	1.5525376	-1.5459808	1.5823987	1.5709205	1.5034602	1.5749159
1.5773743	1.6145976	-1.546379	1.5613838	-1.5061313	1.539384	1.5446597	-1.5263116	1.5730134	1.4833078	1.5610852	-1.4929087	1.4921029	1.5426095	1.4950559	1.53667
1.50783	1.5625814	-1.5159858	1.5791029	-1.4669383	1.5624399	1.6042784	-1.5290506	1.5267527	1.5363197	1.5944282	-1.5502478	1.52753	1.546926	1.4934901	1.4835802
1.4996517	1.5722423	-1.5496311	1.5728357	-1.5363477	1.6309587	1.5438279	-1.5261918	1.4818144	1.5352576	1.5423251	-1.5844318	1.5235785	1.5132906	1.5751073	1.5467645
1.4813589	1.5561339	-1.5274119	1.5385687	-1.4735824	1.584367	1.5155421	-1.4931397	1.5745254	1.4940845	1.5990235	-1.5798275	1.5533361	1.5145383	1.5778353	1.5067908
1.5545316	1.5388042	-1.5413254	1.5941164	-1.489447	1.5500823	1.5375971	-1.4829851	1.5313271	1.4752932	1.6020979	-1.550014	1.5697445	1.540654	1.5734546	1.5275551
1.5700054	1.5571098	-1.5088277	1.5650941	-1.5153344	1.6209518	1.5718048	-1.5647184	1.5480852	1.4758931	1.5590103	-1.4963975	1.5395025	1.4795487	1.5642823	1.5546012
1.5605052	1.5510465	-1.5218328	1.5989876	-1.4754971	1.6292207	1.5740459	-1.561957	1.5697999	1.5124512	1.5721352	-1.5834274	1.5231974	1.5077636	1.5413915	1.4899662
1.5672604	1.5816752	-1.5743653	1.5275481	-1.4449115	1.538312	1.5320506	-1.4999228	1.5495002	1.4800477	1.6143378	-1.5682442	1.499473	1.5020602	1.5141371	1.4707415
1.5572898	1.5469053	-1.551565	1.5885332	-1.479222	1.5442797	1.5892819	-1.5332685	1.5788374	1.5066434	1.6344037	-1.5734969	1.5318037	1.4938315	1.5721433	1.4801693
1.5024039	1.5667095	-1.5171952	1.5764141	-1.5108056	1.5321226	1.5488251	-1.5633669	1.5251602	1.534514	1.6219299	-1.4955779	1.5324117	1.5602527	1.5680649	1.4785515
1.5265965	1.5316603	-1.542157	1.5555959	-1.5315317	1.5516293	1.5366923	-1.5631105	1.5372144	1.4676509	1.6043413	-1.494686	1.4968097	1.5162947	1.5509847	1.5115335
1.4987738	1.5882064	-1.5826486	1.605955	-1.5352525	1.6280496	1.5334464	-1.524958	1.5541558	1.5691646	1.6201962	-1.5018263	1.5759418	1.5069369	1.5811315	1.4751384
1.5035772	1.5812331	-1.5018687	1.604979	-1.4500993	1.6309443	1.5803441	-1.5498691	1.5720116	1.4802648	1.5488291	-1.5857279	1.517106	1.4983959	1.5188032	1.4898338
1.5409577	1.5328373	-1.577666	1.509903	-1.479388	1.5595984	1.5248387	-1.4810796	1.5038826	1.5491148	1.5845068	-1.5748043	1.5182021	1.519791	1.5420909	1.5534141
1.480533	1.5753975	-1.5019841	1.5437912	-1.523459	1.6113448	1.5380799	-1.4913994	1.5712924	1.5450432	1.6056789	-1.4894074	1.4999765	1.5073595	1.5275501	1.5558852
1.5418156	1.606727	-1.5525974	1.5671706	-1.4888827	1.5388497	1.5951009	-1.5545523	1.5272593	1.5096585	1.6132313	-1.5469203	1.5656519	1.4946247	1.5497473	1.5474261
1.5687145	1.5822881	-1.561419	1.5289112	-1.4597174	1.5584588	1.599103	-1.5460861	1.5050569	1.5230426	1.5726088	-1.48693	1.4905005	1.4904319	1.5363396	1.5098271
1.5386425	1.573952	-1.4952724	1.5110402	-1.5117276	1.5458413	1.5739229	-1.5333354	1.5093864	1.5022025	1.6172422	-1.5517033	1.5385157	1.5070714	1.5269742	1.5502411
1.4882464	1.5515171	-1.5310906	1.5476166	-1.4702002	1.5906099	1.5297562	-1.4899215	1.5526321	1.5483226	1.5340825	-1.5666159	1.5282218	1.4765704	1.577879	1.5200571
1.5099871	1.5994265	-1.519754	1.5276544	-1.4984767	1.5720843	1.5387938	-1.509339	1.5302662	1.5193877	1.6074198	-1.5060922	1.555562	1.5545896	1.4816059	1.4928297
